"term","description","category","English","Japanese","Russian","French","German","Spanish","Portuguese (Brazil)","Chinese (Simplified)","Chinese (Traditional)","Korean","PolskI","Output Localization"
"TarotCards/MegaSlash/Lore","Curses","26","Raze miscreants to the ground.","悪党どもを完膚なきまで切り刻め。","Сотрите нечестивцев с лица земли.","Cloue les mécréants au sol.","Mach Bösewichte dem Erdboden gleich.","Arrasa a los malhechores.","Derrube os hereges.","将异端教徒夷为平地。","將異端教徒夷為平地。","적들을 완전히 박살내버린다.","Zrównaj heretyków z ziemią.","""TarotCards/MegaSlash/Lore"", """""
"TarotCards/MegaSlash/Description","Curses","13","A devastating melee attack that can be charged for increased power.","チャージ可能で破壊力抜群の近接攻撃。","Вы наносите в ближнем бою мощный удар, который можно усилить.","Attaque qui peut être chargée pour infliger plus de dégâts.","Ein verheerender Nahkampfangriff, der durch Aufladen verstärkt werden kann.","Un devastador ataque cuerpo a cuerpo que puede cargarse para una mayor potencia.","Um ataque corpo a corpo devastador com carga para aumentar seu poder.","破坏力惊人的近战攻击，可以蓄力增加威力。","破壞力驚人的近戰攻擊，可以蓄力增加威力。","충전해 피해량을 늘릴 수 있는 치명적인 근접 공격입니다.","Dewastujący atak wręcz, który może być ładowany dla zwiększonej mocy.","""TarotCards/MegaSlash/Description"", """""
"TarotCards/Tentacles/Description","Curses","75","Convoke a violent eruption of powerful tentacles.","強力な触手を地面より召喚する。","Вы призываете множество жадных щупалец.","Invoque de puissants tentacules.","Rufe einen gewaltigen Ausbruch mächtiger Tentakel herbei.","Invoca una fuerte erupción de unos tentáculos muy poderosos.","Invoque uma erupção de tentáculos poderosos.","召集一排猛烈迸发的强大触手。","召集一排猛烈迸發的強大觸手。","강력한 촉수를 맹렬히 분출시킵니다.","Zwołaj brutalną erupcję potężnych macek.","""TarotCards/Tentacles/Description"", """""
"TarotCards/Tentacles/Lore","Curses","26","Sinker of ships, risen from the deep.","その存在は深淵に潜み、船を襲っては沈ませる。","Губитель кораблей поднимается из глубин.","Cauchemar des navires venu des profondeurs.","Vernichter von Schiffen; emporgestiegen aus der Tiefe.","Derribador de barcos, se alza desde lo más profundo.","Destruidores de barcos, nascidos nas profundezas.","沈船祸首，自深渊窜升而出。","沈船禍首，自深淵竄升而出。","함선들의 파괴자이자, 심해에서 떠오른 존재이다.","Zatapiający statki, wyłoniony z głębin.","""TarotCards/Tentacles/Lore"", """""
"TarotCards/Tentacles/Name","Curses","13","Touch of Turua","トゥルアの御手","Касание Туруа","Souvenir de Turua","Turuas Berührung","Toque de Turua","Toque de Turua","图卢阿之触","圖盧阿之觸","투루아의 손길","Dotyk Turuy","""TarotCards/Tentacles/Name"", """""
"TarotCards/Sword/Description","Weapon","75","A well balanced blade dealing moderate damage.","地味だがバランスの取れた扱いやすい剣。","Хорошо сбалансированный клинок.","Une épée équilibrée qui inflige des dégâts modérés.","Eine gut ausbalancierte Klinge, die moderaten Schaden verursacht.","Una espada bien equilibrada que inflige bastante daño.","Uma lâmina bem equilibrada que causa dano moderado.","功能平衡的刀刃，造成中量伤害。","功能平衡的刀刃，造成中量傷害。","적당한 피해를 주는 균형잡힌 칼입니다.","Dobrze zrównoważone ostrze zadające umiarkowane obrażenia.","""TarotCards/Sword/Description"", """""
"TarotCards/Sword/Lore","Weapon","26","Stalwart companion to the wandering warrior.","彷徨う戦士にとっては頼れる相棒だ。","Верный товарищ многих странствующих воинов.","Fidèle compagnon des guerriers vagabonds.","Ein treuer Begleiter des wandernden Kriegers.","Leal acompañante de los guerreros errantes.","Fiel escudeiro para o guerreiro errante.","流浪战士的忠实伙伴。","流浪戰士的忠實夥伴。","방랑하는 전사에게 있어 든든한 동반자이다.","Niezłomny kompan podróżującego wojownika.","""TarotCards/Sword/Lore"", """""
"TarotCards/Sword/Name","Weapon","13","Crusader's Blade","鬼の剣","Меч завоевателей","Lame des croisades","Klinge des Kreuzfahrers","Espada de misionero","Lâmina do Cavaleiro","圣战士之刃","聖戰士之刃","성기사의 검","Ostrze Krzyżowca","""TarotCards/Sword/Name"", """""
"TarotCards/Axe/Description","Weapon","75","A mighty tool of unstoppable brutality.","暴力を体現したかのような強力な武器。","Мощное оружие, которое наделяет владельца неудержимой свирепостью.","Une arme d'une brutalité inégalée.","Ein mächtiges Werkzeug von unaufhaltsamer Brutalität.","Una poderosa herramienta de una imparable brutalidad.","Uma potente ferramenta de brutalidade incontrolável.","残暴无人能挡的强大武器。","殘暴度無人能擋的強大武器。","막을 수 없는 폭력의 강대한 도구입니다.","Potężne narzędzie niepowstrzymanej brutalności.","""TarotCards/Axe/Description"", """""
"TarotCards/Axe/Lore","Weapon","26","Cleave the earth itself in twain.","大地そのものを真っ二つにするほどの威力。","Им можно разрубить пополам даже Землю.","Capable de fendre la terre en deux.","Spalte die Erde selbst entzwei.","Parte la Tierra en dos.","Rache a terra em duas.","将大地一劈为二。","將大地一劈為二。","대지를 둘로 가른다.","Podziel samą Ziemię w pół.","""TarotCards/Axe/Lore"", """""
"TarotCards/Axe/Name","Weapon","13","Apostate's Cleaver","残虐なる斧","Тесак отступников","Hache des infidèles","Beil des Abtrünnigen","Cuchillo de apóstata","Cutelo do Apóstata","叛教者的屠斧","叛教者的屠斧","배교자의 식칼","Tasak Apostaty","""TarotCards/Axe/Name"", """""
"TarotCards/Gauntlet/Description","Weapon","75","A set of deadly spiked gloves.","危険な棘のついた一組の篭手。","Пара перчаток с заточенными шипами.","Une paire de gants acérés comme des lames de rasoir.","Ein Handschuhpaar mit tödlichen Stacheln.","Un par de guantes con púas letales.","Luvas com pontas de ferro letais.","一双装有致命尖刺的手套。","一雙裝有致命尖刺的手套。","치명적으로 생긴 가시 달린 장갑 한 쌍입니다.","Para zabójczo kolczastych rękawic.","""TarotCards/Gauntlet/Description"", """""
"TarotCards/Gauntlet/Lore","Weapon","26","An iron fist from which none can escape.","この鉄拳からは誰も逃れることはできない。","Железная хватка, из которой не вырваться никому.","Une poigne de fer qui ne pardonne pas.","Eine eiserne Faust, der niemand entkommt.","Un puño de hierro del que nadie puede escapar.","Um punho de ferro do qual ninguém escapa.","没人逃得掉的黑铁之拳。","沒人逃得掉的黑鐵之拳。","아무도 벗어날 수 없는 철로 된 건틀릿이다.","Żelazna pięść, z której nikt nie potrafi uciec.","""TarotCards/Gauntlet/Lore"", """""
"TarotCards/Gauntlet/Name","Weapon","13","Tempest's Gauntlets","嵐の篭手","Перчатки бури","Gants tempétueux","Panzerhandschuhe des Sturms","Guanteletes de la tempestad","Manoplas da Tempestade","风暴手套","風暴手套","폭풍의 건틀릿","Rękawice Sztormu","""TarotCards/Gauntlet/Name"", """""
"TarotCards/Dagger/Description","Weapon","75","A fast blade designed for many cuts, low damage but lightning quick.","手数で殺すことを目的に作られた武器。攻撃力は低いがその速さは光の如し。","Лёгкий нож, которым можно молниеносно нанести множество мелких порезов.","Une lame légère conçue pour frapper à de multiples reprises. Inflige peu de dégâts mais est rapide comme l'éclair.","Eine flinke Klinge, die darauf ausgelegt ist, Gegnern zahlreiche Schnitte zuzufügen. Geringer Schaden, aber blitzschnell.","Una hoja rápida diseñada para hacer cortes no muy profundos, pero a la velocidad del rayo.","Uma adaga para muitos cortes que causa pouco dano, mas é ultrarrápida.","适合使出多次削切的敏捷剃刀，伤害低但速度极快。","適合使出多次削切的敏捷剃刀，傷害低但速度極快。","피해는 낮지만 빛처럼 빠르게 여러 번 공격할 수 있는 빠른 칼입니다.","Szybkie ostrze zaprojektowane pod wiele cięć. Ma niskie obrażenia, ale jest błyskawicznie szybki.","""TarotCards/Dagger/Description"", """""
"TarotCards/Dagger/Lore","Weapon","26","Best aimed at backs.","背後からその刃を突き刺せ。","Оружие для удара в спину.","Comme un coup de poignard dans le dos.","Insbesondere für Angriffe in den Rücken geeignet.","Ideal para las espaldas.","Boa para acertar pelas costas.","最适合瞄准背部。","最適合瞄準背部。","뒤에서 노리는 게 제격이다.","Celuj w plecy.","""TarotCards/Dagger/Lore"", """""
"TarotCards/Dagger/Name","Weapon","13","Traitor's Razor","反逆者の剃刀","Стилет предателя","Dague délatrice","Klinge des Verräters","Puñal del traidor","Navalha do Traidor","叛徒剃刀","叛徒剃刀","배반자의 면도날","Żyletka Zdrajcy","""TarotCards/Dagger/Name"", """""
"TarotCards/Hammer/Description","Weapon","75","Slow to fall, yet calamitous upon landing.","攻撃自体はゆっくりだがその破壊力はまさに天災だ。","Тяжёлое оружие, обладающее огромной разрушительной силой.","Lent mais destructeur.","Fällt nicht sehr schnell, doch sein Aufprall hat verheerende Wirkung.","Lento pero letal.","Queda lenta, porém, calamitosa.","敲击速度缓慢，但击中时威力强大。","敲擊速度緩慢，但擊中時威力強大。","천천히 떨어지지만, 바닥에 닿으면 재앙적인 결과를 초래합니다.","Upada wolno, lecz z przytupem.","""TarotCards/Hammer/Description"", """""
"TarotCards/Hammer/Lore","Weapon","26","Gavel of judgement, strike true.","裁きの鎚は正確に打ち付ける。","Возмездие рано или поздно настигнет каждого.","Rend des jugements sévères mais justes.","Hammer des Urteils, mögest du dein Ziel treffen.","Mazo juicioso, golpea con la verdad.","O martelo da justiça acerta com precisão.","审判木槌，除恶不暇。","審判木槌，除惡不假。","정의의 망치, 진실을 내려친다.","Młotku sędziowski, przybij prawdę.","""TarotCards/Hammer/Lore"", """""
"TarotCards/Hammer/Name","Weapon","13","Warmaker's Hammer","戦闘狂の戦鎚","Молот воителя","Marteau martial","Hammer des Kriegstreibers","Martillo de guerra","Martelo do Beligerante","战锤","起亂者之錘","전쟁광의 망치","Młot Wojny","""TarotCards/Hammer/Name"", """""
"TarotCards/AmmoEfficient/Description","When player uses a curse, it will use less fervour","65","Curses consume <color=#01D5A2>25%</color> less Fervour <sprite name=""icon_blackSoul"">","呪い使用時の信力 <sprite name=""icon_blackSoul""> 消費量が <color=#01D5A2>25%</color> 減少する。","Проклятия расходуют на <color=#01D5A2>25%</color> меньше усердия <sprite name=""icon_blackSoul"">.","Les maléfices consomment <color=#01D5A2>25 %</color> moins de ferveur <sprite name=""icon_blackSoul"">.","Flüche verbrauchen <color=#01D5A2>25 %</color> weniger Eifer <sprite name=""icon_blackSoul"">","Las maldiciones consumen un <color=#01D5A2>25 %</color> de fervor <sprite name=""icon_blackSoul"">.","Maldições consomem <color=#01D5A2>25%</color> a menos de Fervor <sprite name=""icon_blackSoul"">","咒术消耗的热诚<sprite name=""icon_blackSoul"">减少<color=#01D5A2> 25%</color>","咒術消耗的熱誠 <sprite name=""icon_blackSoul""> 減少 <color=#01D5A2>25%</color>","저주가 열정<sprite name=""icon_blackSoul"">을 <color=#01D5A2>25%</color> 적게 소모합니다.","Klątwy zużywają <color=#01D5A2>25%</color> mniej Pasji <sprite name=""icon_blackSoul"">","""TarotCards/AmmoEfficient/Description"", """""
"TarotCards/AmmoEfficient/Description1","Tarot card","65","Curses consume <s>25%</s> <color=#01D5A2>50%</color> less Fervour <sprite name=""icon_blackSoul"">","呪い使用時の信力 <sprite name=""icon_blackSoul""> 消費量が <s>25%</s> <color=#01D5A2>50%</color> 減少する。","Проклятия расходуют на <s>25%</s> <color=#01D5A2>50%</color> меньше усердия <sprite name=""icon_blackSoul"">.","Les maléfices consomment <s>25 %</s> <color=#01D5A2>50 %</color> moins de ferveur <sprite name=""icon_blackSoul"">.","Flüche verbrauchen <s>25 %</s> <color=#01D5A2>100 %</color> weniger Eifer <sprite name=""icon_blackSoul"">","Las maldiciones consumen un <s>25 %</s> <color=#01D5A2>100 %</color> menos de fervor <sprite name=""icon_blackSoul"">.","Maldições consomem <s>25%</s> <color=#01D5A2>50%</color> a menos de Fervor <sprite name=""icon_blackSoul"">","咒术消耗的热诚<sprite name=""icon_blackSoul"">减少<s> 25% </s><color=#01D5A2>50%</color>","咒術消耗的熱誠 <sprite name=""icon_blackSoul""> 減少 <s>25%</s> <color=#01D5A2>50%</color>","저주가 열정<sprite name=""icon_blackSoul"">을 <s>25%</s> <color=#01D5A2>50%</color> 적게 소모합니다.","Klątwy zużywają <s>25%</s> <color=#01D5A2>50%</color> mniej Pasji <sprite name=""icon_blackSoul"">","""TarotCards/AmmoEfficient/Description1"", """""
